CustomerID,CreditScore,Gender,Married,Age,Dependents,NumBankAccts,HasCrCard,EmergingMarketFund,RealEstate,PrivateEquity,GovtBonds,CorpBonds,ETF Tech,ETF Health,ETF Med,EstimatedSalary,Mortgage,Risk Profile,Debt,Net Assets,Portfolio Return,Diversification,BusinessOwner,Revenue,Margin,LifeInsurance,NumTransactions,LastTransactionAmt,ForeignAssets,NumProducts
15728693,574,Female,1,43,2,1,1,1,1,0,0,0,1,1,0,100187,0,0.08,33808,44292,0.1661,0.1243,1,22740.32,0.06,1,7,8700.7,0,4
15656300,411,Male,0,29,0,2,1,1,0,1,1,1,0,1,1,53483,0,0.19,30162,61790,0.1789,0.4779,0,82037.18,0.09,1,2,9127.3,0.4,5
15589475,591,Female,1,39,2,3,1,1,1,0,1,1,0,1,1,140469,1,0.12,0,26559,0.1105,0.44,1,67255.96,0.1,0,3,3936.5,0.05,5
15706552,533,Male,1,36,4,1,0,0,0,0,0,0,1,1,0,156732,0,0.23,9714,95203,0.1024,0.4606,1,26780.16,0.06,1,7,6233.6,0.4,2
15750181,553,Male,1,41,0,2,0,1,1,1,1,0,0,1,1,81899,0,0.06,3038,30186,0.1511,0.3922,0,25750.44,0.13,0,1,1981.4,0.4,6
15659428,520,Female,0,42,0,2,1,0,1,0,1,1,1,0,0,34411,0,0.24,22296,61535,0.1163,0.2386,1,90635.21,0.12,1,5,1843,0.37,6
15732963,722,Female,1,29,2,2,1,0,1,1,1,1,0,0,1,142033,0,0.01,21511,85702,0.1725,0.149,0,95259.12,0.1,1,1,9450.8,0,6
15794171,475,Female,0,45,1,1,1,0,0,0,0,0,1,1,1,27823,1,0.35,27314,64460,0.127,0.2351,1,8078.2,0.06,0,7,8396.9,0.27,5
15788448,490,Male,1,31,3,1,0,1,1,0,1,1,1,1,0,114067,0,0.38,37252,68719,0.1795,0.1864,0,14154.66,0.04,1,7,9695.7,0,5
15729599,804,Male,1,33,0,1,0,1,1,0,1,1,0,1,1,98453,0,0.09,36138,83162,0.1171,0.2346,0,7336.09,0.04,1,1,4598.6,0.36,6
15717426,850,Male,0,36,0,1,1,0,0,0,1,0,0,0,1,40813,0,0.09,41136,41409,0.0821,0.2723,1,85104.41,0.11,1,1,3381.4,0.14,1
15585768,582,Male,1,41,5,2,0,0,0,1,1,1,1,0,1,178074,0,0.4,3486,60758,0.1383,0.3375,0,97816.55,0.13,1,4,6127.8,0.36,1
15619360,472,Male,1,40,0,1,1,0,0,0,0,1,1,1,1,70154,0,0.24,13952,61400,0.1778,0.3257,1,26103.77,0.04,0,3,2221.7,0.31,2
15738148,465,Female,1,51,4,1,0,1,1,0,1,0,0,0,0,181298,1,0.33,14994,33861,0.088,0.1421,1,27734.2,0.04,0,2,3200.9,0.43,3
15687946,556,Female,1,61,1,1,1,1,1,0,1,1,0,0,0,94154,0,0,5531,54101,0.1524,0.4786,0,13747.59,0.06,1,3,2628.6,0,5
15755196,834,Female,1,49,2,1,0,0,1,0,1,0,0,1,1,194366,1,0.01,13866,65140,0.0986,0.4057,0,59687.76,0.07,0,2,1260.8,0,2
15684171,660,Female,1,61,4,1,1,0,0,0,0,0,1,1,0,158338,0,0.38,0,58694,0.1289,0.2702,0,47637.92,0.11,1,5,1452.4,0.22,5
15754849,776,Female,1,32,4,2,1,1,0,1,1,0,0,0,1,126517,0,0.28,36192,74888,0.0966,0.3217,1,46990.13,0.09,1,9,908.7,0.26,2
15602280,829,Female,1,27,2,1,1,1,0,1,0,0,1,1,1,119708,1,0.14,27634,45461,0.0961,0.1823,0,25144.16,0.06,1,6,8305.1,0,5
15771573,637,Female,1,39,2,1,1,0,0,0,1,0,1,1,1,117623,1,0.02,14782,77748,0.1123,0.291,1,22936.73,0.06,1,10,3955.9,0,2
15766205,550,Male,1,38,0,1,0,1,0,1,0,0,0,0,1,90878,0,0.2,22402,73318,0.1745,0.1706,1,59886.35,0.13,1,9,2532,0,3
15771873,776,Female,1,37,4,2,1,0,0,0,1,1,0,0,1,194099,0,0.38,39124,48983,0.1384,0.3405,0,37842.72,0.06,0,7,4096.5,0.39,4
15616550,698,Male,1,44,5,2,1,1,0,1,1,1,1,0,0,198059,0,0.18,0,53994,0.1297,0.1339,1,54410.66,0.09,0,4,7404.1,0.43,6
15768193,585,Male,1,36,0,2,0,0,1,0,1,1,0,1,0,86425,0,0.15,20619,94032,0.1481,0.3066,1,58934.83,0.11,0,7,2737.2,0.28,3
15683553,788,Female,1,33,4,2,0,0,0,1,1,1,1,0,0,116978,0,0.09,22480,47141,0.1228,0.4389,1,56282.98,0.08,0,5,520.8,0.25,3
15702298,655,Male,1,41,3,1,0,0,1,1,1,0,0,1,0,164041,1,0.19,44724,85046,0.0871,0.2308,0,34453.54,0.07,0,10,8751.6,0,5
15569590,601,Male,0,42,1,1,1,0,1,0,0,1,0,1,0,40015,1,0.48,24255,64720,0.1644,0.1039,1,18640.09,0.12,0,10,3091.8,0.13,2
15760861,619,Male,1,43,3,1,1,0,1,0,0,1,0,0,0,113410,0,0.48,44518,47387,0.1716,0.3617,0,12304.39,0.04,1,2,9790.2,0,4
15630053,656,Male,1,45,1,1,1,1,0,1,1,0,1,1,1,87108,0,0.36,14238,53654,0.1362,0.4744,1,14749.89,0.04,0,6,6441.4,0.38,2
15647091,725,Male,0,19,0,1,0,0,1,0,0,1,1,1,0,45614,0,0.18,21563,26346,0.1625,0.2,0,52073.34,0.06,0,1,1102.8,0,2
15623944,511,Female,0,66,1,1,1,1,1,1,1,1,0,1,0,1643,1,0.11,10558,73851,0.1512,0.4492,1,29968.55,0.04,0,4,9617.5,0.13,3
15804771,614,Male,0,51,0,1,1,0,1,1,0,0,1,0,0,46775,0,0.06,0,64138,0.1242,0.2955,1,52462.49,0.06,1,6,4247.4,0.14,6
15651280,742,Male,1,35,1,1,0,0,0,0,0,1,1,1,1,84510,0,0.03,3084,50165,0.175,0.3409,0,83502.11,0.12,0,8,6159.6,0,3
15773469,687,Female,1,27,2,2,0,0,1,1,1,1,0,0,0,126495,0,0.5,42362,65944,0.1705,0.3238,0,22334.83,0.08,0,2,7655,0.22,1
15702014,555,Male,1,33,2,2,0,0,0,0,0,1,1,0,0,178798,0,0.31,33763,87387,0.1391,0.3381,1,16063.12,0.11,0,7,9137.1,0.28,5
15751208,684,Male,1,56,0,1,1,0,1,0,0,1,1,1,0,99398,0,0.28,17393,24907,0.0991,0.1533,1,18481.86,0.1,1,2,1753.6,0.11,2
15592461,603,Male,1,26,1,1,1,1,0,1,0,1,1,0,1,92841,0,0.3,20013,41554,0.1387,0.3271,0,8712.58,0.05,1,9,2045.8,0,5
15789484,751,Female,0,36,0,2,1,0,1,1,0,0,0,1,1,27758,0,0.39,33650,84455,0.1077,0.2141,1,58497.09,0.12,1,1,2637,0.19,5
15696061,581,Female,1,34,3,1,1,0,0,0,0,1,1,0,1,110432,0,0.18,15394,91318,0.1293,0.2859,1,52832.55,0.08,0,2,881.8,0.12,5
15641582,735,Male,1,43,3,2,1,0,0,0,1,1,1,1,0,196673,0,0.36,2556,35415,0.1317,0.1012,1,37296.01,0.07,1,3,2300.7,0,5
15638424,661,Female,1,35,4,2,0,0,0,1,0,0,0,1,1,113657,0,0.2,43954,81946,0.1152,0.2419,0,40201.97,0.09,1,6,9741.9,0.42,2
15755648,675,Female,0,21,1,1,1,0,1,1,0,1,1,0,1,18203,0,0.44,44344,80909,0.0937,0.1323,1,18396.55,0.11,0,2,3916.8,0.19,5
15703793,738,Male,0,58,0,4,1,0,1,1,1,1,0,0,0,28374,1,0.23,18501,52869,0.1529,0.1549,0,43642.76,0.1,0,10,8808.7,0.46,2
15620344,813,Male,0,29,0,1,1,1,1,1,0,0,1,0,0,33954,0,0.02,16541,91263,0.1661,0.2535,0,30644.48,0.13,0,4,4706.1,0,1
15812518,657,Female,0,37,0,1,0,1,0,1,1,0,1,0,0,44204,0,0.27,33920,90947,0.0884,0.3,1,38417.33,0.06,1,1,4243.5,0.27,5
15779052,604,Female,0,25,1,2,1,1,1,1,0,0,1,1,1,58427,0,0.22,11989,84036,0.117,0.3526,1,49314.02,0.1,1,5,1735.6,0,2
15770811,519,Male,1,36,2,2,0,1,0,1,0,0,0,0,1,145562,0,0.09,26912,27683,0.1312,0.2627,1,43558.38,0.1,1,5,7838.2,0,6
15780961,735,Female,0,21,0,2,1,0,0,1,1,1,1,1,1,22388,0,0.2,982,51218,0.1424,0.3941,0,7601,0.04,0,2,1233.7,0.38,2
15614049,664,Male,1,55,3,2,1,1,1,0,0,1,1,1,0,139162,0,0.14,6620,57727,0.17,0.2178,1,25254.62,0.06,1,10,3981.2,0.33,5
15662085,678,Female,1,32,4,1,1,1,0,1,0,1,0,0,1,148211,0,0.03,6514,32247,0.1146,0.1392,0,36428.62,0.04,1,7,6842.9,0.03,2
15575185,757,Male,1,33,3,1,0,0,1,1,1,0,0,0,1,194240,0,0.26,0,40246,0.1097,0.3533,1,12402.8,0.07,1,7,8977.6,0.26,1
15803136,416,Female,1,41,1,2,1,1,1,0,1,1,0,0,1,98302,0,0.45,4094,27023,0.1712,0.4024,0,65513.11,0.09,0,1,8422,0.4,4
15706021,665,Female,1,34,2,2,0,1,1,0,0,1,0,1,0,171414,0,0.04,10000,41340,0.1117,0.2127,0,41018.72,0.08,0,10,6744.2,0,6
15663706,777,Female,1,32,5,1,1,0,1,0,1,1,0,0,0,136458,1,0.12,27013,30450,0.1424,0.3647,1,34165.33,0.05,0,8,3266.3,0.47,2
15641732,543,Female,0,36,1,2,0,1,0,1,0,1,0,0,0,26020,0,0.46,6267,54345,0.0999,0.4011,1,26199.81,0.04,0,1,524.6,0.48,5
15701164,506,Female,1,34,5,1,1,1,0,0,1,1,1,1,0,159235,0,0.37,38337,80118,0.1237,0.288,1,36619.63,0.05,1,5,8791,0.26,6
15738751,493,Female,0,46,1,2,1,1,1,1,0,1,0,0,1,1908,0,0.03,11929,39963,0.149,0.4199,0,31233.95,0.09,0,2,673.5,0.02,3
15805254,652,Female,1,75,3,2,1,0,1,1,0,1,1,0,0,114676,0,0.27,20411,23004,0.1156,0.1833,1,30556.71,0.03,1,3,1976,0.01,5
15762418,750,Male,1,22,5,1,1,1,1,1,0,1,0,0,1,128643,1,0.26,31396,31698,0.1329,0.431,0,16900.76,0.05,0,5,1448.8,0.27,6
15625759,729,Male,1,30,5,2,1,0,1,0,0,1,1,1,0,151869,0,0.35,3600,56828,0.097,0.4686,1,52651.65,0.06,0,3,6447.3,0,6
15622897,646,Female,1,46,0,3,1,0,0,1,0,0,0,1,0,93251,1,0.05,11872,22902,0.1386,0.3071,1,48189.64,0.07,0,6,2162,0.17,5
15767954,635,Female,1,28,5,2,1,1,0,0,0,0,1,1,0,156791,0,0.11,7236,78091,0.1706,0.378,0,6273.73,0.04,1,7,9001.7,0.27,1
15757535,647,Female,1,44,2,3,1,0,0,0,0,0,0,0,1,174205,1,0.16,0,98000,0.176,0.2587,1,36984.14,0.13,1,7,5426.6,0,6
15731511,808,Male,1,45,4,2,1,0,1,1,0,1,1,0,1,147132,0,0.45,41944,70554,0.1471,0.2602,0,71972.53,0.12,0,10,2281.7,0.11,4
15809248,524,Female,1,36,5,2,1,1,0,1,1,1,0,1,0,109615,0,0.4,3525,89349,0.1318,0.2173,1,19637.56,0.11,0,9,8111.8,0,5
15640635,769,Male,1,29,3,2,1,0,1,0,1,0,0,0,0,172291,0,0.35,33102,73036,0.0845,0.1116,0,17138.31,0.09,1,4,7454.6,0,5
15676966,730,Male,1,42,1,2,0,1,1,0,1,1,1,0,1,85982,0,0.08,5752,90129,0.129,0.1709,1,20742.67,0.1,1,9,4458.9,0.15,3
15699461,515,Male,1,35,5,1,0,0,0,1,1,1,0,1,1,121278,0,0.25,14472,47223,0.1706,0.4315,1,22082.47,0.04,1,7,8381.4,0.04,3
15738721,773,Male,1,41,1,1,0,1,1,1,0,0,1,1,1,64595,0,0.42,28013,21083,0.1004,0.2627,0,56703.23,0.09,1,10,4210.9,0,6
15693683,814,Male,1,29,3,2,1,1,1,1,1,1,1,1,1,197276,0,0.49,15700,66385,0.1452,0.3235,0,99333.97,0.12,1,3,7012.2,0.5,4
15604348,710,Male,1,22,0,2,0,1,0,1,0,1,1,0,1,99645,0,0.5,18941,31103,0.1575,0.3625,1,9608.64,0.08,0,4,3257.3,0.48,5
15633059,413,Male,0,34,0,2,0,0,0,1,0,1,0,0,0,6534,0,0.18,38730,40631,0.1468,0.3334,0,82357.15,0.12,0,5,570.2,0.16,2
15808582,665,Female,1,40,3,1,1,1,1,1,0,0,0,0,0,161848,0,0.49,21058,89427,0.1234,0.3308,0,72506.27,0.08,1,8,1612.4,0.33,1
15743192,623,Female,1,44,5,2,0,1,0,0,0,0,0,0,1,167162,0,0.26,24876,66184,0.1501,0.2685,1,8242.7,0.08,0,10,7274.3,0,2
15580146,738,Male,0,31,0,1,1,1,0,0,1,0,0,1,0,41971,0,0.4,9136,36277,0.1569,0.2248,1,9737.31,0.06,0,9,8938,0,4
15776605,528,Male,1,36,1,2,1,1,1,1,1,1,1,0,0,60537,0,0.43,17578,31072,0.1547,0.3873,0,12877.9,0.08,0,7,4320.7,0,5
15804919,670,Female,1,65,2,1,1,1,0,0,1,1,1,0,0,177656,1,0.39,29937,67242,0.176,0.2117,1,7949.03,0.03,1,6,2126.8,0,1
15613854,622,Female,0,46,1,2,1,0,1,0,1,0,1,1,1,30985,1,0.02,35373,96159,0.1426,0.4431,1,71527.33,0.09,1,4,1729.2,0.21,1
15599195,582,Male,0,32,0,1,1,0,1,0,0,1,0,1,1,10055,0,0.25,6828,47454,0.1523,0.1764,0,80294.76,0.11,1,8,5902,0.12,1
15812878,785,Female,0,36,0,1,0,0,1,1,1,1,0,0,1,36977,0,0.3,5557,81482,0.1145,0.2656,1,30345.26,0.1,1,10,3938.6,0.24,2
15602312,605,Male,1,33,1,1,0,1,1,0,0,0,0,0,1,71863,0,0.43,40123,38683,0.126,0.4582,1,70772.9,0.11,0,5,1921.8,0,6
15744689,479,Male,1,35,1,1,1,0,1,0,1,1,0,0,0,99450,1,0.09,12627,51161,0.1188,0.3034,0,17047.84,0.04,0,2,3725.9,0,3
15803526,685,Male,1,30,0,1,0,1,1,0,1,0,1,0,0,63083,0,0.15,34025,24996,0.1299,0.4191,0,11593.77,0.05,1,6,7291.1,0.42,4
15665790,538,Male,0,39,0,2,1,0,1,1,1,1,1,1,1,27231,0,0.4,0,50279,0.0861,0.1181,1,90032.51,0.09,0,7,395.6,0.3,1
15715951,562,Male,1,42,0,1,0,1,0,1,1,0,0,1,0,86797,0,0.32,43988,24493,0.1132,0.135,1,72220.27,0.09,0,7,2036.6,0.19,6
15591100,675,Male,0,36,0,1,0,0,1,1,0,0,1,1,0,22994,0,0.2,31920,96678,0.1794,0.1816,0,39974.93,0.05,1,1,4938.5,0.1,1
15609618,721,Male,1,28,5,2,0,0,1,1,1,1,1,1,1,101301,1,0.13,25278,70722,0.1791,0.4142,0,32567.18,0.03,1,7,8193,0,4
15675522,628,Female,1,30,0,2,1,1,1,1,1,0,1,0,1,74169,0,0,5264,49807,0.0846,0.1048,1,68741.82,0.08,1,5,5393,0.04,6
15705512,668,Female,1,37,4,1,1,1,1,0,1,0,0,0,1,115638,0,0.17,13587,92113,0.1152,0.4499,1,37848.57,0.12,0,3,604.7,0,4
15698028,506,Female,0,41,1,2,1,1,1,0,1,1,1,0,0,31766,0,0.36,43648,22507,0.0949,0.1854,1,40669.19,0.05,0,3,1858.9,0,6
15661670,524,Female,1,31,4,1,1,0,0,0,1,1,0,1,0,199725,1,0.46,40436,22532,0.1247,0.2931,0,16370.25,0.13,0,1,4910,0,1
15600781,699,Male,1,34,4,2,1,1,0,0,0,0,1,1,0,120834,0,0.4,0,44334,0.084,0.1586,0,17998.49,0.06,0,3,1731.3,0.39,6
15682472,828,Male,0,34,1,2,0,0,1,1,1,1,0,1,0,38132,0,0.48,34463,94054,0.1216,0.4422,0,106841.87,0.13,0,9,4296.1,0.02,3
15580203,674,Male,1,39,4,1,0,0,1,1,1,0,1,1,0,100131,0,0.41,16163,42363,0.1756,0.3021,0,30274.57,0.07,0,4,6574.9,0.15,2
15690673,656,Female,1,39,2,2,1,0,0,1,1,0,0,0,0,141070,0,0.23,0,46862,0.1047,0.3548,1,71524.35,0.07,0,7,6198.9,0,5
15760085,684,Female,1,48,5,1,1,1,0,1,0,0,0,0,0,198129,0,0.38,25007,59745,0.1027,0.3513,0,9153.25,0.08,1,4,6733.2,0.39,6
15779659,625,Female,1,28,5,1,0,0,1,1,0,1,0,0,1,183646,0,0.1,25168,79541,0.0999,0.3523,0,46172,0.06,0,2,2892.1,0,1
15627360,432,Male,1,42,3,1,1,0,1,0,0,0,0,0,0,110265,1,0.32,14781,77960,0.1715,0.1644,0,54099.57,0.08,0,8,1724.1,0.11,4
15671137,549,Female,0,52,1,1,0,0,1,1,0,0,0,1,0,8636,1,0.22,0,68983,0.13,0.3821,1,23889.8,0.06,1,4,1386.1,0.45,3
15782688,625,Male,0,56,1,1,1,1,0,0,0,1,1,0,1,46824,1,0.12,22379,99469,0.1741,0.181,0,75126.2,0.13,0,4,9816.1,0.46,3
15575492,828,Female,1,41,4,2,1,1,1,1,0,1,1,1,0,171379,0,0.16,18821,81556,0.1668,0.239,1,66500.44,0.08,0,9,3010.7,0.05,3
15591607,770,Male,1,24,4,1,1,1,1,0,1,0,1,1,0,167256,0,0.3,8166,99411,0.1303,0.2488,0,20067.41,0.03,0,1,7881.8,0.18,3
15740404,758,Female,1,34,3,2,1,1,0,1,0,1,1,0,0,124226,0,0.2,36716,83552,0.172,0.1534,1,43537.02,0.11,1,9,7437.2,0,3
15718369,795,Female,1,33,3,1,1,0,1,1,1,1,1,0,1,114935,0,0.31,27478,45170,0.1046,0.1852,0,44539.99,0.05,1,9,2376.5,0,2
15677871,687,Male,0,38,0,1,1,0,0,0,1,1,0,1,1,35609,0,0.16,4109,59990,0.1658,0.4312,1,88749.25,0.11,1,10,9588.9,0.31,2
15642004,686,Male,0,25,1,2,0,0,0,1,1,0,0,1,1,16459,0,0.09,18220,79135,0.1411,0.2803,1,21530.71,0.04,1,8,3790.7,0,2
15712543,789,Male,1,39,4,2,1,0,0,0,0,1,1,0,1,124411,0,0.18,37873,53926,0.1019,0.3769,0,31641.96,0.06,1,9,3075.6,0,3
15584518,589,Female,0,50,0,2,1,0,1,1,0,1,1,1,1,34941,0,0.31,1657,20936,0.1554,0.3121,0,23499.54,0.07,1,9,8848.3,0.25,3
15802381,461,Female,1,34,2,1,0,1,0,1,0,1,0,1,1,167784,0,0.01,18643,20683,0.0875,0.3222,0,62806.32,0.06,1,6,8488,0.25,5
15610156,637,Male,1,40,0,1,0,0,1,1,0,1,1,0,1,93165,0,0.17,0,79295,0.1125,0.1291,1,11337.54,0.05,1,3,8717.7,0.34,5
15594408,584,Female,1,48,1,1,1,1,1,0,1,0,0,0,1,75161,1,0.39,6946,95236,0.1339,0.281,1,45350.87,0.06,0,10,2439.8,0.4,6
15640905,579,Female,0,35,0,2,0,1,1,1,0,0,1,0,0,8591,1,0.45,36048,51304,0.1603,0.3682,1,29109.75,0.04,1,5,9585.1,0.23,2
15698932,756,Male,1,44,5,1,1,0,0,0,1,0,0,1,1,189544,0,0.36,10431,89399,0.1373,0.4324,1,14620.9,0.08,0,8,3670.1,0.45,1
15724944,663,Male,1,34,5,2,1,0,1,1,1,0,0,0,0,180427,0,0.35,32904,92797,0.1473,0.1411,1,87651.29,0.13,1,8,812.6,0.36,5
15628145,682,Female,1,43,4,1,1,1,0,0,1,0,1,1,1,193318,0,0.37,8769,38306,0.1471,0.2076,0,74462.32,0.09,1,4,6395,0.32,2
15713483,793,Male,1,52,4,1,1,1,1,1,1,0,0,0,1,159124,1,0.45,22726,30889,0.1168,0.1271,1,52016.37,0.06,0,4,1907.8,0.2,6
15612350,691,Female,1,31,4,1,1,1,1,0,0,1,1,0,0,126214,1,0.4,17844,68288,0.1361,0.2831,1,44895.24,0.05,0,6,8117,0,4
15800703,485,Female,0,21,1,1,1,0,1,1,1,0,0,1,0,54142,0,0.19,0,54286,0.1695,0.1962,1,13212.17,0.06,1,8,1786.5,0,4
15705707,635,Female,1,29,5,2,1,0,0,0,1,1,1,0,1,141076,0,0.46,4679,76024,0.0934,0.2082,0,46550.55,0.1,0,8,1295.9,0.47,1
15754105,650,Male,0,37,0,1,0,1,1,0,1,0,0,0,0,24495,0,0.26,16230,36051,0.1296,0.1454,1,35232.05,0.11,0,1,7873.7,0.48,3
15703264,735,Male,1,44,1,1,1,0,1,1,0,0,0,1,0,74836,0,0.17,8787,71439,0.1698,0.2504,1,89154.96,0.1,0,7,5104.7,0,6
15794413,416,Male,0,32,1,2,0,0,1,1,0,1,0,0,0,879,0,0.33,18862,28740,0.1651,0.3111,1,29272.07,0.09,1,1,433,0.38,2
15650237,754,Female,1,32,0,2,1,1,1,1,0,0,1,1,1,89521,0,0.16,0,82296,0.1591,0.1229,1,20447.62,0.04,0,4,3696.2,0.23,6
15759618,535,Female,1,48,4,1,1,0,1,1,1,0,1,1,0,149893,1,0.13,24390,53235,0.1123,0.3995,0,53962,0.1,0,2,6562.8,0.25,4
15811589,716,Male,1,42,4,2,1,1,1,0,0,1,0,0,0,180800,0,0.29,23150,21491,0.1204,0.4187,0,11578.55,0.03,0,5,6643.4,0.13,5
15689044,539,Male,1,37,0,1,1,0,0,0,1,0,1,0,0,98646,0,0.18,3280,44189,0.1076,0.2121,1,38449.72,0.08,0,9,3205.4,0.37,5
15709368,614,Female,1,43,5,2,1,1,0,0,1,1,1,0,0,109042,0,0.43,14021,21696,0.1093,0.2821,1,80746.05,0.13,1,3,6599.1,0,2
15679145,706,Male,0,57,1,1,1,1,1,1,1,0,1,1,1,17941,1,0.49,25252,54904,0.0817,0.2465,0,39374.89,0.06,0,3,856.1,0.5,6
15655007,758,Female,1,33,1,2,0,0,0,0,0,0,0,0,0,82996,0,0.08,33939,91989,0.1403,0.278,0,16827.98,0.03,0,6,9828.6,0,4
15623595,586,Female,1,28,0,2,1,1,1,1,0,0,0,0,0,92067,0,0.27,43912,33192,0.1597,0.2075,0,17253.94,0.06,1,6,9019.6,0.2,5
15589975,646,Female,1,73,2,1,0,1,1,1,0,0,0,0,1,104720,0,0.41,20020,42211,0.1651,0.2206,0,31399.28,0.1,1,5,8897.8,0.12,1
15804017,631,Female,1,33,3,1,0,0,1,0,0,1,0,0,1,112688,0,0.44,20323,25021,0.0867,0.1687,1,101301.47,0.12,0,2,6634.1,0.02,4
